company,battalion,m4_qual_category,m4_score,BrigadeName,grade_unmapped,fms_grade_type,primary_specialty_code,billet_specialty,designation_of_duties_performed,asi_and_sqi,time_in_active_service_years,age_bracket,sex,height,weight,height_weight_pass,body_fat_percent,aft_pass,aft_score_total,aft_score_plank,aft_score_push_up,aft_score_sprint_drag_carry,aft_score_2mi_run,aft_score_alt_aerobic,aft_raw_plank,aft_raw_plank_seconds,aft_raw_deadlift,aft_deadlift_score,aft_raw_push_up,aft_raw_sprint_drag_carry,aft_raw_2mi_run,aft_raw_sprint_drag_carry_seconds,aft_raw_2mi_run_seconds,aft_raw_alt_aerobic
A,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E5,Enlisted,88M,88M,Medic,,18.1,36-40,M,73,201,TRUE,9.7,FALSE,340,60,90,60,70,85,1:32,92,187,60,52,2:32,17:51,151.8,1071,15:00
C,1st Battalion,Sharpshooter,31,173rd Airborne Brigade,E8,Enlisted,92Y,92Y,Driver,,10,31-35,M,72,180,TRUE,15.3,TRUE,370,70,60,60,80,NA,2:12,132,340,100,26,2:37,14:37,157.2,877,NA
A,1st Battalion,Marksman,22,173rd Airborne Brigade,E8,Enlisted,88M,88M,Medic,B4,12.6,31-35,M,75,161,TRUE,17.9,FALSE,325,55,30,70,90,NA,1:22,82,268,80,10,2:23,13:02,142.6,782,NA
C,3rd Battalion,Marksman,22,173rd Airborne Brigade,E7,Enlisted,11C,11C,Gunner,,10,31-35,M,68,201,TRUE,15,FALSE,364,90,80,80,60,NA,3:03,183,162,54,44,1:54,18:23,113.8,1103,NA
HHC,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E5,Enlisted,25B,25B,Platoon Sergeant,,15.2,36-40,M,76,157,TRUE,17,FALSE,412,57,90,90,100,NA,1:25,85,254,75,57,1:43,12:27,103.3,747,NA
A,3rd Battalion,Sharpshooter,32,173rd Airborne Brigade,E1,Enlisted,31B,31B,Supply Specialist,,15.2,36-40,M,70,153,TRUE,21.8,TRUE,395,70,80,80,90,NA,2:26,146,254,75,49,2:05,13:39,125.4,819,NA
A,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E8,Enlisted,42A,42A,Supply Specialist,B4,20.1,41+,F,66,168,TRUE,31.4,TRUE,375,60,80,80,60,NA,1:33,93,328,95,49,1:56,19:01,115.6,1141,NA
B,1st Battalion,Expert,37,173rd Airborne Brigade,E7,Enlisted,88M,88M,Rifleman,,5.8,26-30,M,67,149,TRUE,18.9,TRUE,360,70,80,60,70,NA,2:27,147,267,80,45,2:32,16:25,152.3,985,NA
B,3rd Battalion,Expert,33,173rd Airborne Brigade,E6,Enlisted,35F,35F,Driver,R,8.8,26-30,M,68,170,TRUE,20.9,TRUE,380,80,80,60,80,66,2:54,174,274,80,49,2:33,15:55,152.9,955,24:30
D,3rd Battalion,Marksman,20,173rd Airborne Brigade,E6,Enlisted,13B,13B,Team Leader,V,17.1,36-40,M,73,195,TRUE,12.5,TRUE,400,80,90,80,90,NA,2:34,154,183,60,53,1:53,13:59,112.6,839,NA
D,1st Battalion,Unqualified,18,173rd Airborne Brigade,E1,Enlisted,25B,25B,Team Leader,,23.5,41+,M,67,207,TRUE,11.7,FALSE,310,60,60,60,70,NA,1:43,103,199,60,24,2:34,17:41,154,1061,NA
B,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,O1,Officer,88M,88M,Driver,,23.4,41+,M,69,215,TRUE,18.1,TRUE,415,70,100,60,100,NA,2:10,130,295,85,69,2:37,11:06,157.4,666,NA
B,2nd Battalion,Unqualified,19,173rd Airborne Brigade,E4,Enlisted,11B,11B,Rifleman,,11.3,31-35,M,71,215,TRUE,21,FALSE,355,60,70,70,70,NA,1:37,97,284,85,36,2:26,16:03,146.2,963,NA
D,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E5,Enlisted,35F,35F,Driver,R,14.1,31-35,M,70,163,TRUE,18.9,TRUE,375,80,80,60,80,NA,2:32,152,243,75,46,2:42,14:42,161.6,882,NA
D,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,O1,Officer,92Y,92Y,Platoon Sergeant,,21.8,41+,M,73,148,TRUE,18,FALSE,350,70,70,60,70,NA,2:08,128,274,80,33,2:55,16:05,175,965,NA
B,2nd Battalion,Expert,39,173rd Airborne Brigade,E4,Enlisted,25B,25B,Team Leader,,16.7,36-40,M,78,192,TRUE,15.9,TRUE,395,70,90,70,100,NA,2:29,149,200,65,56,2:16,12:55,135.6,775,NA
A,2nd Battalion,Unqualified,20,173rd Airborne Brigade,E8,Enlisted,42A,42A,Platoon Sergeant,,15.2,36-40,M,72,166,TRUE,12,FALSE,355,70,70,70,80,NA,2:05,125,208,65,33,2:23,14:04,142.9,844,NA
A,1st Battalion,Expert,32,173rd Airborne Brigade,O4,Officer,11C,11C,Driver,,17.6,36-40,M,70,206,TRUE,15.3,FALSE,350,60,80,60,70,NA,1:42,102,273,80,48,2:38,17:32,158.3,1052,NA
B,1st Battalion,Unqualified,14,173rd Airborne Brigade,E4,Enlisted,11C,11C,Admin,P,6.4,26-30,F,66,155,TRUE,12.1,TRUE,410,90,90,70,80,NA,3:02,182,269,80,51,2:11,15:13,131.2,913,NA
B,1st Battalion,Unqualified,17,173rd Airborne Brigade,E3,Enlisted,25U,25U,Gunner,,11.4,31-35,M,70,166,TRUE,23.8,TRUE,360,80,70,80,70,NA,2:45,165,189,60,39,2:06,16:35,126.1,995,NA
A,1st Battalion,Expert,38,173rd Airborne Brigade,E8,Enlisted,88M,88M,Admin,C8,11.9,31-35,M,74,231,TRUE,17.2,TRUE,375,60,80,60,90,NA,1:44,104,281,85,41,2:41,13:45,160.6,825,NA
D,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E1,Enlisted,25U,25U,Squad Leader,,2.9,22-25,M,71,159,TRUE,22,TRUE,425,100,90,70,80,NA,4:12,252,291,85,56,2:13,15:27,132.8,927,NA
C,1st Battalion,Expert,39,173rd Airborne Brigade,O4,Officer,11C,11C,Platoon Sergeant,,17.7,36-40,M,72,181,TRUE,16.7,FALSE,355,70,60,70,80,NA,2:11,131,245,75,25,2:27,15:47,146.9,947,NA
HHC,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E5,Enlisted,92Y,92Y,Gunner,,1.8,18-21,M,66,151,TRUE,15.1,FALSE,350,70,90,60,70,NA,2:04,124,180,60,57,2:40,16:36,160,996,NA
B,2nd Battalion,Expert,38,173rd Airborne Brigade,E5,Enlisted,42A,42A,Platoon Sergeant,,7.1,26-30,F,64,139,TRUE,20.1,TRUE,375,70,90,70,80,NA,2:08,128,215,65,52,2:19,14:10,139.4,850,NA
D,1st Battalion,Marksman,23,173rd Airborne Brigade,E6,Enlisted,42A,42A,Gunner,,11.6,31-35,F,63,157,TRUE,35,TRUE,360,70,70,60,90,NA,2:01,121,220,70,34,2:32,13:37,152.2,817,NA
B,2nd Battalion,Marksman,26,173rd Airborne Brigade,E3,Enlisted,88M,88M,Driver,,6.9,26-30,F,68,122,TRUE,30.7,TRUE,405,90,80,60,100,NA,3:36,216,255,75,49,2:42,11:20,162.4,680,NA
C,3rd Battalion,Expert,35,173rd Airborne Brigade,E7,Enlisted,42A,42A,Gunner,C8,13.2,31-35,M,70,168,TRUE,18.1,TRUE,390,80,90,80,80,NA,2:34,154,184,60,57,2:03,15:04,122.8,904,NA
B,1st Battalion,Sharpshooter,29,173rd Airborne Brigade,E4,Enlisted,11C,11C,Rifleman,,18.1,36-40,M,72,157,TRUE,16,FALSE,350,60,80,80,70,NA,1:53,113,184,60,42,1:60,16:22,119.5,982,NA
A,3rd Battalion,Expert,36,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Supply Specialist,,9.2,26-30,M,77,212,TRUE,19.1,TRUE,380,70,100,60,80,NA,2:08,128,221,70,61,2:32,15:45,152.5,945,NA
D,1st Battalion,Sharpshooter,28,173rd Airborne Brigade,E3,Enlisted,68W,68W,Gunner,R,18.1,36-40,M,74,196,TRUE,11.3,TRUE,405,90,80,80,80,NA,3:21,201,241,75,47,1:52,14:38,111.8,878,NA
HHC,2nd Battalion,Marksman,26,173rd Airborne Brigade,E6,Enlisted,13B,13B,Rifleman,,16,36-40,M,69,174,TRUE,18.1,FALSE,345,70,70,60,60,NA,2:15,135,298,85,35,2:30,18:11,150.1,1091,NA
B,3rd Battalion,Expert,34,173rd Airborne Brigade,E5,Enlisted,13B,13B,Squad Leader,T,21.6,41+,M,69,161,TRUE,12.9,TRUE,395,70,90,70,80,NA,2:07,127,299,85,55,2:13,15:18,132.6,918,NA
A,2nd Battalion,Unqualified,12,173rd Airborne Brigade,E4,Enlisted,25U,25U,Platoon Sergeant,,9.7,26-30,M,71,206,TRUE,19.9,TRUE,440,90,90,80,80,NA,3:27,207,340,100,51,1:52,15:27,112,927,NA
A,2nd Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,35F,35F,Supply Specialist,C8,17.7,36-40,M,60,195,TRUE,24.6,FALSE,347,70,57,80,70,NA,2:29,149,229,70,19,1:54,16:49,114.2,1009,NA
HHC,3rd Battalion,Marksman,27,173rd Airborne Brigade,O4,Officer,88M,88M,Rifleman,B4,14,31-35,M,69,121,TRUE,22.7,TRUE,390,70,90,80,60,NA,2:00,120,305,90,58,1:59,19:24,119.3,1164,NA
C,2nd Battalion,Marksman,24,173rd Airborne Brigade,E8,Enlisted,11C,11C,Driver,,20.6,41+,M,67,201,TRUE,15.2,TRUE,375,70,80,60,80,NA,2:01,121,296,85,41,2:35,15:57,155.4,957,NA
D,1st Battalion,Expert,34,173rd Airborne Brigade,E2,Enlisted,42A,42A,Team Leader,T,6.7,26-30,M,72,179,TRUE,19.8,TRUE,395,80,90,60,90,NA,2:53,173,246,75,50,2:35,13:54,155,834,NA
B,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E1,Enlisted,35F,35F,Squad Leader,,7.7,26-30,M,69,175,TRUE,14.9,TRUE,400,90,80,80,60,NA,3:18,198,302,90,46,1:55,19:51,114.9,1191,NA
A,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E8,Enlisted,92Y,92Y,Supply Specialist,,9.4,26-30,M,69,178,TRUE,19,TRUE,360,70,70,80,70,NA,2:02,122,226,70,31,2:06,16:41,126.4,1001,NA
HHC,2nd Battalion,Expert,38,173rd Airborne Brigade,E4,Enlisted,68W,68W,Gunner,C8,23.8,41+,M,75,196,TRUE,10.3,FALSE,340,80,60,80,60,NA,2:41,161,195,60,29,2:07,19:15,127.3,1155,NA
C,2nd Battalion,Expert,36,173rd Airborne Brigade,E3,Enlisted,31B,31B,Driver,S,21.7,41+,M,65,208,TRUE,16.7,TRUE,410,90,80,90,70,NA,3:26,206,277,80,45,1:32,16:51,91.6,1011,NA
B,2nd Battalion,Unqualified,12,173rd Airborne Brigade,E6,Enlisted,35F,35F,Admin,P,18.6,36-40,M,70,172,TRUE,12.1,FALSE,365,80,70,80,80,NA,2:44,164,166,55,33,1:52,15:34,111.8,934,NA
HHC,2nd Battalion,Marksman,26,173rd Airborne Brigade,E6,Enlisted,25B,25B,Rifleman,,18.1,36-40,M,71,156,TRUE,12.9,TRUE,360,70,80,70,70,NA,2:12,132,235,70,49,2:28,17:42,147.7,1062,NA
C,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E8,Enlisted,19D,19D,Squad Leader,,9.9,26-30,M,69,214,TRUE,11.3,TRUE,370,70,80,80,70,NA,2:22,142,234,70,43,2:10,16:07,129.7,967,NA
D,3rd Battalion,Marksman,20,173rd Airborne Brigade,E6,Enlisted,11B,11B,Platoon Sergeant,,1.2,18-21,M,67,211,TRUE,18.7,TRUE,375,70,80,60,80,NA,2:07,127,281,85,49,2:44,14:01,164.1,841,NA
B,3rd Battalion,Expert,37,173rd Airborne Brigade,O2,Officer,35F,35F,Platoon Sergeant,,8.1,26-30,F,68,130,TRUE,25.9,FALSE,350,70,70,80,60,NA,2:25,145,224,70,38,2:04,18:25,124.3,1105,NA
A,3rd Battalion,Marksman,22,173rd Airborne Brigade,E6,Enlisted,31B,31B,Medic,C8,5.4,26-30,M,73,166,TRUE,21.1,FALSE,392,52,100,60,100,NA,1:18,78,271,80,65,2:35,11:00,155.1,660,NA
C,3rd Battalion,Unqualified,17,173rd Airborne Brigade,E5,Enlisted,31B,31B,Medic,,2.1,22-25,F,63,149,TRUE,30.4,TRUE,390,90,80,70,80,NA,3:18,198,230,70,43,2:22,14:04,142.5,844,NA
C,1st Battalion,Sharpshooter,27,173rd Airborne Brigade,E4,Enlisted,68W,68W,Gunner,,16.6,36-40,F,66,108,TRUE,26.4,TRUE,405,90,80,60,100,NA,3:02,182,244,75,49,2:42,11:16,162.1,676,NA
D,2nd Battalion,Expert,36,173rd Airborne Brigade,E1,Enlisted,25B,25B,Squad Leader,,19.6,36-40,M,68,173,TRUE,21.3,FALSE,357,90,80,80,60,NA,3:38,218,140,47,49,2:07,19:13,127.1,1153,NA
D,1st Battalion,Expert,36,173rd Airborne Brigade,E3,Enlisted,68W,68W,Driver,B4,18.9,36-40,M,67,228,TRUE,20.2,TRUE,375,60,90,70,80,93,1:46,106,247,75,51,2:25,15:17,145.2,917,21:00
D,3rd Battalion,Expert,40,173rd Airborne Brigade,E5,Enlisted,92Y,92Y,Medic,,1.5,18-21,M,70,134,TRUE,13.2,TRUE,375,70,70,60,100,NA,2:18,138,250,75,31,2:42,12:18,162.4,738,NA
C,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Supply Specialist,,3.6,22-25,M,65,191,TRUE,21,TRUE,390,80,80,80,80,NA,2:50,170,226,70,44,2:06,14:56,125.7,896,NA
A,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E9,Enlisted,25B,25B,Team Leader,,22.9,41+,M,73,180,TRUE,20.1,TRUE,395,90,80,70,80,NA,3:29,209,241,75,40,2:14,14:04,134.2,844,NA
A,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,O1,Officer,35F,35F,Squad Leader,,24,41+,M,77,155,TRUE,22.9,FALSE,335,60,80,70,60,94,1:58,118,205,65,46,2:14,19:54,133.5,1194,21:00
A,3rd Battalion,Marksman,22,173rd Airborne Brigade,E4,Enlisted,25U,25U,Rifleman,B4,9.8,26-30,M,70,192,FALSE,27.8,TRUE,375,80,60,80,70,NA,2:43,163,297,85,25,2:01,17:19,120.6,1039,NA
HHC,1st Battalion,Sharpshooter,29,173rd Airborne Brigade,E3,Enlisted,35F,35F,Squad Leader,P,1.8,18-21,M,68,208,FALSE,30.1,TRUE,360,60,80,60,80,NA,1:56,116,279,80,40,2:30,15:29,150.5,929,NA
D,3rd Battalion,Marksman,28,173rd Airborne Brigade,O2,Officer,19D,19D,Gunner,V,16.3,36-40,M,73,153,TRUE,13.6,TRUE,385,80,100,60,80,NA,2:32,152,209,65,64,2:36,15:39,155.9,939,NA
A,2nd Battalion,Unqualified,15,173rd Airborne Brigade,E2,Enlisted,92Y,92Y,Medic,,3,22-25,M,73,220,TRUE,14.8,TRUE,405,70,90,80,80,NA,2:28,148,297,85,52,2:01,15:18,121.4,918,NA
HHC,1st Battalion,Expert,35,173rd Airborne Brigade,E4,Enlisted,25U,25U,Rifleman,T,4.3,22-25,M,68,147,TRUE,23.3,TRUE,365,60,80,80,80,NA,1:56,116,205,65,42,2:10,14:02,129.5,842,NA
D,3rd Battalion,Expert,36,173rd Airborne Brigade,E3,Enlisted,25B,25B,Supply Specialist,V,0.3,18-21,F,65,136,TRUE,19.4,TRUE,360,70,80,60,70,77,2:21,141,263,80,44,2:59,16:03,179.2,963,15:00
A,2nd Battalion,Expert,38,173rd Airborne Brigade,E5,Enlisted,35F,35F,Squad Leader,,19.9,36-40,M,73,135,FALSE,28.2,TRUE,415,90,80,70,100,NA,3:26,206,256,75,49,2:30,12:46,149.7,766,NA
A,2nd Battalion,Unqualified,9,173rd Airborne Brigade,E2,Enlisted,13B,13B,Rifleman,R,10.3,31-35,M,71,161,TRUE,19.9,TRUE,415,80,90,70,100,NA,2:57,177,255,75,51,2:19,11:27,138.7,687,NA
A,3rd Battalion,Sharpshooter,27,173rd Airborne Brigade,E3,Enlisted,11C,11C,Driver,S,23.1,41+,F,63,123,TRUE,22,TRUE,385,80,100,60,70,NA,2:38,158,251,75,68,2:34,16:29,154.5,989,NA
D,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E6,Enlisted,25U,25U,Team Leader,,5.3,26-30,M,70,158,TRUE,12.6,FALSE,357,70,80,80,52,NA,2:14,134,244,75,45,1:54,20:40,113.6,1240,NA
B,3rd Battalion,Expert,37,173rd Airborne Brigade,E6,Enlisted,31B,31B,Team Leader,,10.2,31-35,M,73,163,TRUE,21,TRUE,360,60,80,70,80,NA,1:39,99,226,70,43,2:10,15:45,130.5,945,NA
C,2nd Battalion,Sharpshooter,33,173rd Airborne Brigade,E1,Enlisted,42A,42A,Admin,B4,10.7,31-35,M,66,178,TRUE,22.8,TRUE,410,90,80,70,80,NA,3:05,185,315,90,47,2:27,14:30,147.1,870,NA
HHC,1st Battalion,Marksman,27,173rd Airborne Brigade,E9,Enlisted,11B,11B,Supply Specialist,,22.9,41+,F,66,160,TRUE,30.3,TRUE,420,70,100,80,80,NA,2:15,135,302,90,62,1:56,14:29,116.2,869,NA
HHC,1st Battalion,Marksman,24,173rd Airborne Brigade,E1,Enlisted,88M,88M,Driver,,18.7,36-40,M,72,172,TRUE,18.4,FALSE,364,59,90,60,80,NA,1:29,89,250,75,52,2:46,14:56,166.1,896,NA
D,2nd Battalion,Expert,34,173rd Airborne Brigade,E4,Enlisted,68W,68W,Rifleman,,17.5,36-40,M,67,206,TRUE,17.4,FALSE,355,90,60,60,80,NA,3:12,192,207,65,29,2:42,14:31,162.1,871,NA
A,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E7,Enlisted,68W,68W,Admin,C8,18.2,36-40,M,70,148,TRUE,11.4,TRUE,405,80,90,80,80,NA,2:37,157,245,75,56,1:58,15:20,117.8,920,NA
C,1st Battalion,Unqualified,14,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Gunner,,17.1,36-40,M,64,215,TRUE,10.1,FALSE,355,70,80,60,70,NA,2:25,145,240,75,44,2:34,16:10,153.9,970,NA
D,2nd Battalion,Unqualified,15,173rd Airborne Brigade,E5,Enlisted,68W,68W,Driver,,20.4,41+,M,76,208,TRUE,17.5,FALSE,340,70,70,60,70,NA,2:16,136,222,70,32,2:37,16:53,157.4,1013,NA
HHC,2nd Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,19D,19D,Driver,P,18.2,36-40,M,69,127,TRUE,16.9,FALSE,335,47,90,70,70,NA,1:11,71,174,58,59,2:24,17:03,144,1023,NA
B,1st Battalion,Sharpshooter,29,173rd Airborne Brigade,E5,Enlisted,42A,42A,Platoon Sergeant,,4.1,22-25,M,66,209,TRUE,12.4,TRUE,395,70,80,80,90,NA,2:24,144,249,75,45,2:04,13:57,124,837,NA
A,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E6,Enlisted,68W,68W,Squad Leader,,6,26-30,M,69,140,TRUE,18.5,TRUE,375,70,70,80,70,NA,2:03,123,284,85,36,2:03,16:37,122.9,997,NA
A,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E7,Enlisted,31B,31B,Medic,,3,22-25,M,70,128,TRUE,5,TRUE,380,90,80,60,70,NA,3:28,208,265,80,47,2:44,16:23,163.6,983,NA
A,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E7,Enlisted,11B,11B,Gunner,,8.9,26-30,M,66,200,TRUE,16.2,TRUE,385,80,90,80,60,NA,2:53,173,247,75,53,2:02,19:28,122,1168,NA
C,3rd Battalion,Expert,37,173rd Airborne Brigade,E5,Enlisted,13B,13B,Team Leader,R,0.2,18-21,F,67,161,TRUE,14.8,TRUE,375,80,80,80,70,NA,2:56,176,205,65,43,1:60,17:02,119.6,1022,NA
B,1st Battalion,Expert,32,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Platoon Sergeant,,1.8,18-21,M,65,158,TRUE,20,FALSE,350,60,60,80,70,NA,1:39,99,263,80,28,2:04,17:44,123.9,1064,NA
HHC,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E8,Enlisted,11B,11B,Team Leader,,3,22-25,M,72,160,TRUE,18.8,FALSE,345,70,80,70,60,NA,2:03,123,211,65,47,2:24,18:55,143.9,1135,NA
D,2nd Battalion,Marksman,25,173rd Airborne Brigade,E2,Enlisted,92Y,92Y,Platoon Sergeant,B4,1.5,18-21,M,70,128,TRUE,8.7,TRUE,385,70,90,70,70,NA,2:04,124,293,85,50,2:12,16:22,131.6,982,NA
D,3rd Battalion,Expert,38,173rd Airborne Brigade,E2,Enlisted,11C,11C,Supply Specialist,P,25,41+,M,71,206,TRUE,14.3,FALSE,345,40,60,90,90,NA,1:00,60,204,65,22,1:47,13:26,106.7,806,NA
HHC,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E6,Enlisted,92Y,92Y,Platoon Sergeant,,14.3,31-35,M,71,189,TRUE,17.1,TRUE,395,70,100,60,70,NA,2:25,145,335,95,66,2:48,17:21,167.5,1041,NA
A,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E7,Enlisted,11B,11B,Medic,,24.4,41+,F,65,163,TRUE,27.3,TRUE,405,80,80,90,80,NA,2:38,158,256,75,49,1:48,15:29,108.5,929,NA
D,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E6,Enlisted,11C,11C,Platoon Sergeant,,2.3,22-25,M,69,193,TRUE,18.3,TRUE,370,80,80,70,60,NA,2:39,159,261,80,47,2:27,19:13,146.6,1153,NA
A,2nd Battalion,Sharpshooter,27,173rd Airborne Brigade,E3,Enlisted,35F,35F,Driver,P,3.6,22-25,M,67,205,TRUE,18.4,TRUE,375,80,90,60,80,NA,2:44,164,212,65,54,2:53,15:01,172.9,901,NA
A,1st Battalion,Expert,36,173rd Airborne Brigade,E6,Enlisted,19D,19D,Team Leader,P,10.9,31-35,F,61,172,TRUE,35,TRUE,395,60,100,80,90,NA,1:32,92,209,65,60,2:05,13:57,125.4,837,NA
HHC,3rd Battalion,Sharpshooter,32,173rd Airborne Brigade,E1,Enlisted,11B,11B,Rifleman,,23.6,41+,M,73,177,TRUE,19.6,TRUE,405,90,90,70,90,NA,3:13,193,203,65,52,2:28,13:23,147.8,803,NA
C,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E5,Enlisted,11C,11C,Gunner,,1.2,18-21,M,68,171,TRUE,15.6,TRUE,375,70,90,70,70,NA,2:23,143,243,75,52,2:29,17:08,148.7,1028,NA
A,3rd Battalion,Sharpshooter,32,173rd Airborne Brigade,E6,Enlisted,11C,11C,Supply Specialist,,1.8,18-21,M,73,216,TRUE,8.8,TRUE,415,90,90,80,90,NA,3:15,195,203,65,57,2:01,13:34,121,814,NA
B,3rd Battalion,Expert,37,173rd Airborne Brigade,E7,Enlisted,31B,31B,Admin,P,21.9,41+,M,68,165,TRUE,20.7,FALSE,373,58,80,80,90,NA,1:27,87,201,65,40,1:51,13:08,110.7,788,NA
D,2nd Battalion,Sharpshooter,27,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Driver,,14,31-35,M,64,130,TRUE,18.6,FALSE,375,55,80,80,60,NA,1:23,83,340,100,48,2:04,18:19,124.2,1099,NA
B,1st Battalion,Marksman,21,173rd Airborne Brigade,E2,Enlisted,88M,88M,Platoon Sergeant,P,17.2,36-40,M,66,207,TRUE,15.7,TRUE,375,80,90,70,70,NA,2:52,172,215,65,58,2:19,16:39,139.1,999,NA
HHC,2nd Battalion,Marksman,24,173rd Airborne Brigade,E5,Enlisted,11B,11B,Driver,,16.8,36-40,M,68,138,TRUE,21.2,FALSE,350,80,90,60,60,NA,2:52,172,192,60,50,2:34,18:27,154.3,1107,NA
HHC,2nd Battalion,Sharpshooter,27,173rd Airborne Brigade,E4,Enlisted,35F,35F,Gunner,,4.7,22-25,M,73,175,TRUE,18.7,FALSE,389,90,70,80,90,NA,3:00,180,178,59,32,2:03,13:57,122.8,837,NA
C,2nd Battalion,Sharpshooter,31,173rd Airborne Brigade,E3,Enlisted,11B,11B,Rifleman,S,24.5,41+,M,70,189,TRUE,20.8,TRUE,370,90,60,60,80,NA,3:31,211,263,80,20,2:30,15:58,150.4,958,NA
HHC,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E8,Enlisted,11B,11B,Platoon Sergeant,,16.2,36-40,M,68,153,TRUE,13.8,TRUE,405,70,100,60,80,NA,2:22,142,332,95,60,2:33,14:03,153.4,843,NA
B,3rd Battalion,Marksman,26,173rd Airborne Brigade,E1,Enlisted,19D,19D,Admin,,14.7,31-35,F,70,156,TRUE,14.4,TRUE,360,60,100,70,60,NA,1:59,119,226,70,61,2:17,18:38,136.8,1118,NA
A,3rd Battalion,Unqualified,10,173rd Airborne Brigade,E4,Enlisted,19D,19D,Supply Specialist,,20.1,41+,M,71,181,TRUE,20.6,TRUE,395,80,70,70,80,65,2:37,157,332,95,34,2:14,14:28,134.1,868,15:00
A,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E6,Enlisted,11B,11B,Driver,,13.2,31-35,M,66,183,TRUE,21.5,FALSE,354,60,90,80,59,NA,1:55,115,206,65,59,1:54,20:07,114.5,1207,NA
A,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E1,Enlisted,88M,88M,Gunner,,1.3,18-21,M,71,188,TRUE,19.3,TRUE,375,90,80,60,70,64,3:00,180,253,75,48,2:44,17:15,163.9,1035,18:30
C,3rd Battalion,Marksman,24,173rd Airborne Brigade,E5,Enlisted,42A,42A,Driver,,2.2,22-25,M,71,177,TRUE,23.9,TRUE,390,70,90,80,70,NA,2:05,125,263,80,58,2:03,17:05,123,1025,NA
D,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,E5,Enlisted,13B,13B,Squad Leader,,10.7,31-35,F,67,148,TRUE,17.8,FALSE,357,70,80,70,90,NA,2:23,143,141,47,46,2:24,13:23,144.2,803,NA
B,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Supply Specialist,,20.1,41+,M,69,183,TRUE,14.3,TRUE,400,90,80,70,80,NA,3:21,201,264,80,49,2:27,14:50,146.6,890,NA
B,1st Battalion,Sharpshooter,34,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Medic,V,11.4,31-35,M,68,194,TRUE,18.4,TRUE,435,80,100,80,80,NA,2:35,155,326,95,65,2:04,15:12,123.6,912,NA
B,1st Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,42A,42A,Squad Leader,,21.9,41+,F,70,180,TRUE,28.3,TRUE,395,90,80,70,70,NA,3:09,189,281,85,46,2:25,16:08,144.6,968,NA
B,1st Battalion,Marksman,19,173rd Airborne Brigade,E9,Enlisted,92Y,92Y,Admin,,16.5,36-40,M,63,185,TRUE,17.7,TRUE,385,70,80,70,90,NA,2:00,120,257,75,49,2:16,13:54,136.4,834,NA
D,1st Battalion,Marksman,24,173rd Airborne Brigade,E6,Enlisted,25B,25B,Driver,,4.1,22-25,M,70,197,TRUE,12.9,TRUE,395,70,80,80,80,NA,2:27,147,283,85,46,2:09,14:43,128.9,883,NA
D,2nd Battalion,Expert,32,173rd Airborne Brigade,E2,Enlisted,25U,25U,Platoon Sergeant,C8,5.8,26-30,M,66,151,TRUE,20.5,TRUE,395,70,90,80,70,NA,2:02,122,288,85,50,2:02,17:36,122.3,1056,NA
